sid,stream,name,mob_no,email,gender,x_perc,xii_perc,cet_perc,physics_xii,chem_xii,maths_xii,jee_perc,father_name,father_occupation,mother_name,mother_occupation,parent_income,pincode,year,sector,quota
20181100002,EXTC,Eric Gonzales,9867598822,ericgonzales@gmail.com,M,65.8,55.76,80.86,67.34,63.64,66.35,74.2,Michael Hernandez,"Horticulturist, commercial",Julie Barnett,Gaffer,1231459,400010,2018,trade transport and hotels,non-minority
20181100003,COMPS,Allison Bridges,9665062591,allisonbridges@gmail.com,M,94.72,97.85,48.96,76.1,70.76,80.76,16.28,Matthew Hill,Stage manager,Christina Kennedy,"Teacher, primary school",1068302,400077,2018,agriculture and forestry,non-minority
20181100004,MECH,Connor Doyle,9665167436,connordoyle@gmail.com,F,79.56,60.51,42.58,57.45,78.34,73.16,15.75,Darren Hernandez,"Development worker, community",Jennifer Davis,"Engineer, maintenance (IT)",114691,400102,2018,finance and real estate services,minority
20181100005,COMPS,Andrew Adams,9892715712,andrewadams@gmail.com,F,92.86,65.49,65.82,89.46,97.48,96.22,81.87,Cole Stevens DVM,Psychiatrist,Danielle Johnson,Chartered management accountant,522211,400002,2018,communications,minority
20181100006,EXTC,Christopher Owens,9867593636,christopherowens@yahoo.com,F,44.88,71.6,18.18,85.99,61.79,84.86,49.83,Jose Moses,Financial planner,Belinda Manning,Occupational therapist,1240370,400057,2018,communications,non-minority
20181100007,COMPS,Joseph Russell,8454996085,josephrussell@gmail.com,M,45.31,78.07,33.06,80.73,54.26,91.25,65.15,Tommy Pearson,Bookseller,Kirsten Anderson,Make,1170436,400079,2018,agriculture and forestry,non-minority
20181100008,COMPS,Jeffrey Rodriguez,9867849849,jeffreyrodriguez@yahoo.com,F,47.46,84.22,21.11,65.53,79.77,63.85,6.77,Jacob Simmons,Insurance underwriter,Heather Brown,Patent examiner,564714,400077,2018,trade transport and hotels,minority
20181100009,MECH,Cody Martin,9665668872,codymartin@gmail.com,M,78.82,94.05,91.21,55.44,61.58,73.74,23.69,Kevin Barrera,"Scientist, research (physical sciences)",Kelly Taylor,Musician,457110,400052,2018,manufacturing,minority
20181100010,EXTC,Mark Pearson,9665346249,markpearson@hotmail.com,M,72.75,99.58,83.75,77.92,93.57,79.25,56.65,Patrick Davis,"Radiographer, therapeutic",Diane Kennedy,Emergency planning/management officer,629688,400097,2018,trade transport and hotels,minority
20181100011,IT,Sarah Lopez,8999831123,sarahlopez@hotmail.com,F,36.36,96.27,44.93,66.04,92.51,76.82,80.27,Aaron Garcia,Product designer,Erin Robertson,Communications engineer,100099,400056,2018,manufacturing,non-minority
20181100012,EXTC,Kevin Sanders,8452091331,kevinsanders@gmail.com,M,96.7,86.95,17,78.93,78.01,54.92,78.08,Paul Romero,"Scientist, clinical (histocompatibility and immunogenetics)",Carrie Johnson,Biomedical scientist,773177,400003,2018,finance and real estate services,non-minority
20181100013,COMPS,Patrick Sanchez,9665877813,patricksanchez@gmail.com,M,67.16,73.35,92.44,72.46,65.55,65.94,72.02,Peter Wallace,Bonds trader,Suzanne Sampson,Lawyer,303935,400089,2018,agriculture and forestry,non-minority
20181100014,MECH,Ryan Johnson,9665886632,ryanjohnson@yahoo.com,M,50.4,55.06,87.57,93.85,96.1,80.07,1.23,Jack Mclaughlin,Equality and diversity officer,Brandi Oconnor,Editorial assistant,1246711,400048,2018,constructions,non-minority
20181100015,COMPS,Brian Miller,9987864374,brianmiller@hotmail.com,M,86.32,72.74,75.15,81.15,80.7,82.03,35.31,Adrian Nolan,"Therapist, speech and language",Cheryl Robinson,"Geologist, engineering",1238538,400019,2018,public administrative services,non-minority
20181100016,MECH,Keith Castillo,7738188900,keithcastillo@yahoo.com,M,96.02,99.86,36.07,65.23,57.39,59.02,47.57,Mark Joseph,"Designer, interior/spatial",Pamela Arellano,Engineering geologist,823288,400039,2018,constructions,minority
20181100017,COMPS,Hunter Fernandez,9987467130,hunterfernandez@hotmail.com,F,82.02,69.93,13.07,98.89,83.36,71.48,56.7,Richard Edwards,Art therapist,Lisa Lopez,Volunteer coordinator,1287897,400078,2018,constructions,non-minority
20181100018,COMPS,Scott Burke,9004772737,scottburke@gmail.com,F,60.9,95.17,27.91,84.48,54.38,63.78,34.14,John Watkins,Corporate investment banker,Monica Nelson,Airline pilot,794874,400101,2018,information technology,minority
20181100019,MECH,Ashley Reyes,9665511993,ashleyreyes@gmail.com,M,82.5,59.9,32.74,77.91,75.68,99.46,34.96,Michael Jones,Heritage manager,Mary Shepherd,Dancer,983882,400029,2018,finance and real estate services,minority
20181100020,MECH,Mary Kelly,8999569134,marykelly@yahoo.com,M,93.53,58.63,51.87,79.97,53.82,78.79,39.14,John Chapman,"Engineer, control and instrumentation",Lori Roberts,Community education officer,136171,400047,2018,information technology,minority
20181100021,IT,Karen Rodriguez,9892032706,karenrodriguez@hotmail.com,M,77.44,86.67,51.38,69.56,51.02,96.74,73.84,Christopher Morgan,Software engineer,Amanda Short,"Pharmacist, hospital",1378696,400015,2018,trade transport and hotels,minority
20181100022,COMPS,Erin Zhang,9892166655,erinzhang@gmail.com,F,82.9,90.67,41.07,87.18,65.34,82.4,80.59,Joe Neal,Operations geologist,Crystal Williams,Video editor,1321981,400051,2018,public administrative services,minority
20181100023,MECH,Nancy Newman,9867110167,nancynewman@gmail.com,M,44.43,91.49,7.55,84.05,87.12,98.9,48.63,Scott Murphy,"Engineer, site",Catherine White,"Teacher, adult education",1045517,400081,2018,information technology,non-minority
20181100024,COMPS,Paula Brown,8452028495,paulabrown@gmail.com,M,76.82,99.06,49.65,50.62,53.65,84.83,69.06,Glenn Reid,Politician's assistant,Hailey Blake,"Designer, fashion/clothing",788905,400089,2018,public administrative services,minority
20181100025,EXTC,David Ward,9867834073,davidward@hotmail.com,F,76.76,61.34,24.25,89.45,66.1,83.64,23.64,Christopher Maddox,Electronics engineer,Beth Brown,Oceanographer,845489,400093,2018,manufacturing,minority
20181100026,EXTC,Joseph Hutchinson,9892543826,josephhutchinson@gmail.com,M,80.38,98.66,48.26,78.19,58.19,55.78,52.19,Victor Hudson,"Radiographer, diagnostic",Sarah Webb,Merchant navy officer,442982,400097,2018,constructions,minority
20181100027,COMPS,Matthew Gutierrez,9004758692,matthewgutierrez@gmail.com,M,75.47,58.52,59.89,69.41,52.91,95.7,31.11,Bryan Hendricks,Sport and exercise psychologist,Brittany Kirby,"Engineer, manufacturing systems",711946,400054,2018,information technology,non-minority
20181100028,MECH,Michael Wilkerson,9967347886,michaelwilkerson@gmail.com,M,48.52,90.01,72.3,61.16,96.63,52.21,50.46,Mitchell Dunn,Catering manager,Crystal Fisher,Lexicographer,159462,400026,2018,finance and real estate services,minority
20181100029,EXTC,Allen Tucker,9867194139,allentucker@gmail.com,M,50.96,61.92,13.41,73.59,93.67,74.83,39.56,Philip Mason,Brewing technologist,Andrea Macias,Estate agent,1160190,400075,2018,trade transport and hotels,minority
20181100030,EXTC,Clifford Wright,9665391097,cliffordwright@gmail.com,M,69.54,83.26,28.49,80.06,72.45,66.84,26.06,Robert Tran,"Psychologist, occupational",Crystal Decker,Paramedic,891926,400041,2018,communications,non-minority
20181100031,EXTC,Terry Caldwell,9892059070,terrycaldwell@gmail.com,F,58.97,88.02,36.18,59.47,50.88,87.78,20.04,Oscar Green,"Teacher, early years/pre",Jessica Higgins,Art therapist,816995,400058,2018,communications,non-minority
20181100032,IT,Michael Richardson,9867620444,michaelrichardson@gmail.com,M,67.8,70.63,90.45,99.73,80.65,61.79,29.64,James Moore,Fisheries officer,Michelle Reid,"Editor, magazine features",428016,400036,2018,public administrative services,non-minority
20181100033,IT,Phillip Kelley,8452052913,phillipkelley@gmail.com,M,50.87,59.91,19.98,78.56,84.91,58.47,26.88,Carl Blankenship,"Engineer, control and instrumentation",Melissa King,Medical technical officer,904271,400004,2018,finance and real estate services,non-minority
20181100034,EXTC,Emily Campos,8999894148,emilycampos@gmail.com,M,93.54,67.47,86.41,69.67,98.69,76.03,75.64,Thomas Hanson,Research scientist (physical sciences),Anna Chang,Leisure centre manager,666776,400074,2018,information technology,minority
20181100035,COMPS,Laura Adams,9867992713,lauraadams@gmail.com,F,50.17,71.05,41.97,74.17,98.35,69.74,8.23,Matthew Fox,"Nurse, adult",Kelly Herring,Company secretary,1081233,400075,2018,information technology,non-minority
20181100036,EXTC,Derek Martin,9987016210,derekmartin@gmail.com,M,76.43,90.79,59.37,70.72,88.08,65.67,85.74,Christopher Hernandez,"Engineer, technical sales",Traci Nguyen,Mining engineer,1228606,400027,2018,manufacturing,non-minority
20181100037,MECH,Cynthia Woodward,8999291958,cynthiawoodward@gmail.com,M,55.05,77.82,39.98,92,88.79,62.05,59.21,Allen Sherman,Audiological scientist,Mrs. Savannah Carter,Speech and language therapist,967069,400072,2018,finance and real estate services,minority
20181100038,COMPS,Alexandria Rodriguez,9967473026,alexandriarodriguez@gmail.com,M,70.89,57.51,28.35,74.69,58.23,66.28,66.84,Glenn Bates,Primary school teacher,Jill Hernandez,Economist,1469070,400037,2018,finance and real estate services,minority
20181100039,MECH,Eric Matthews,9967224821,ericmatthews@gmail.com,F,46.34,62.78,27.77,90.29,94.41,81.48,9.83,Jason Taylor IV,"Administrator, arts",Susan Freeman,"Research officer, government",687574,400046,2018,information technology,minority
20181100040,EXTC,David Doyle,9665150231,daviddoyle@gmail.com,M,36.24,65.42,95.31,95.91,69.98,64.28,73,William Perez,IT trainer,Courtney Sanchez,"Designer, fashion/clothing",1100168,400079,2018,communications,minority
20181100041,EXTC,Joshua Hayes,8452913249,joshuahayes@yahoo.com,F,43.31,75.06,98.74,52.78,50.77,79.56,6.02,Robert Wong,Insurance underwriter,Ashley Rose,"Designer, blown glass/stained glass",1391901,400038,2018,agriculture and forestry,minority
20181100042,EXTC,Walter Mckay,9004497217,waltermckay@gmail.com,M,49.77,97.38,96.66,52.95,66.38,83.45,66.3,Mark Campbell,Hydrologist,Maria Miller,"Engineer, maintenance (IT)",1418588,400020,2018,trade transport and hotels,minority
20181100043,COMPS,Daniel Reynolds,9867835677,danielreynolds@gmail.com,M,35.56,96.81,29.35,96,77.96,75.05,21.1,Michael Fletcher,Special effects artist,Karen Moore,Science writer,532258,400024,2018,manufacturing,non-minority
20181100044,COMPS,Natalie Leonard,9987822756,natalieleonard@gmail.com,M,84.25,79.47,42.3,89.61,97.07,97.29,70.62,Eric Foley,Chartered management accountant,Tracy Knight,"Surveyor, hydrographic",1317091,400012,2018,information technology,non-minority
20181100045,COMPS,Nicholas Simmons,7738260853,nicholassimmons@yahoo.com,M,68.64,94.82,32.33,60.95,66.36,63.5,41.08,Marc Yates,Telecommunications researcher,Linda Garcia,Lobbyist,813208,400102,2018,public administrative services,non-minority
20181100046,EXTC,Robert Mcgee,7738511657,robertmcgee@gmail.com,M,71,82.7,11.86,69.04,60.53,96.5,80.11,Ronald Maxwell,Trade mark attorney,Melissa Blair,Technical author,357766,400081,2018,constructions,minority
20181100047,COMPS,Danielle Ramirez,9967485139,danielleramirez@gmail.com,M,97.1,54.24,56.61,73.91,99.1,51.46,36.17,Derek Jones,Government social research officer,Maureen Mcintyre,"Production designer, theatre/television/film",881852,400056,2018,constructions,non-minority
20181100048,IT,Charles Dunn,9892941368,charlesdunn@yahoo.com,M,57.4,91.96,19.34,54.74,74.04,80.08,19.5,Richard Oliver,Insurance claims handler,April Wilson,Operational researcher,1354179,400027,2018,agriculture and forestry,non-minority
20181100049,MECH,Kayla Shah,7738047595,kaylashah@gmail.com,F,45,57.17,14.26,84.12,55.1,98.15,28.02,Brian Morgan,Advice worker,Alyssa Davis,Dance movement psychotherapist,368568,400015,2018,trade transport and hotels,minority
20181100050,MECH,Joshua Parks,7738068213,joshuaparks@gmail.com,M,85.07,84.58,71.84,55.39,68.81,93.31,71.65,Gregory Mcfarland,TEFL teacher,Julia Noble,"Production assistant, radio",1275108,400043,2018,information technology,non-minority
20181100051,COMPS,Ricky Clayton,9665358771,rickyclayton@gmail.com,M,51.26,99.94,0.11,91.36,97.85,93.57,37.59,Robert Rodriguez,"Horticulturist, amenity",Bethany Lewis,Retail buyer,159531,400087,2018,public administrative services,minority
20181100052,MECH,Brandon Davis,9665698104,brandondavis@hotmail.com,M,61.1,75.96,77.44,65.84,74.34,90.61,2.24,Charles Lynn,"Designer, furniture",Molly Williams,Purchasing manager,1183412,400091,2018,communications,non-minority
20181100053,EXTC,Robert Allen,9967232780,robertallen@gmail.com,F,70.91,73.77,4.73,78.84,82.48,61.14,36.19,Andrew Butler,Dietitian,Taylor Ochoa,Commercial art gallery manager,177544,400087,2018,manufacturing,minority
20181100054,EXTC,Julie Armstrong,8452974418,juliearmstrong@gmail.com,F,86.85,77.18,56.35,57.25,58.04,87.85,50.48,Zachary Martinez,"Engineer, civil (contracting)",Christine Delgado,Meteorologist,105504,400046,2018,information technology,minority
20181100055,EXTC,Jason King,7738790642,jasonking@yahoo.com,M,73.48,83.51,84.14,73.75,69.98,74.95,68.74,Joseph Buckley,"Administrator, arts",Heather Brown,Sport and exercise psychologist,239792,400005,2018,information technology,minority
20181100056,MECH,Stacie Macdonald,9867570131,staciemacdonald@gmail.com,M,96.73,84.81,92.9,72.92,73.2,99.33,76.1,Tyler Ellis,"Engineer, building services",Dana Eaton,Estate manager/land agent,936971,400050,2018,communications,non-minority
20181100057,MECH,Anita Andrews,9665579341,anitaandrews@gmail.com,M,84.12,97.59,6.59,68.32,83.06,57.81,19.4,Frederick Ramirez,Plant breeder/geneticist,Lynn Brown,"Scientist, research (medical)",785275,400039,2018,trade transport and hotels,minority
20181100058,COMPS,Kevin Crane,8451870758,kevincrane@gmail.com,M,79.99,53.27,56.26,81.1,68.21,50.71,84.5,Derek Fisher,Community education officer,Ashley Rodriguez,Pathologist,766341,400049,2018,public administrative services,non-minority
20181100059,COMPS,Robert Miller,7738832437,robertmiller@gmail.com,M,65.59,85.44,66.7,75.7,62.14,50.15,87.04,Jacob Vasquez,"Psychologist, educational",Kendra Ellis,Magazine features editor,1175186,400102,2018,public administrative services,minority
20181100060,IT,Paul Williams,9892650479,paulwilliams@hotmail.com,M,61.97,62.69,24.86,74.79,55.71,80.1,40.94,Roger English,Camera operator,Daisy Steele,"Editor, commissioning",283884,400030,2018,constructions,non-minority
20181100061,EXTC,Alexander Moore,9867792886,alexandermoore@yahoo.com,M,93.11,75.68,20.33,57.42,64.49,50.06,79.36,Kerry Perez,"Teacher, music",Robin White,"Teacher, English as a foreign language",709940,400063,2018,finance and real estate services,non-minority
20181100062,COMPS,Christine Guerrero,9665319317,christineguerrero@gmail.com,M,94.85,81.9,5.39,53.4,79.86,85.46,78.04,Dwayne Bowers,Land,Mary Smith,Astronomer,1207730,400009,2018,information technology,minority
20181100063,IT,Thomas Garcia,9665822222,thomasgarcia@gmail.com,M,93.35,85.5,40.96,84.21,83.53,58.52,64.26,Scott Berger,Accounting technician,Ashley Reynolds,"Nurse, children's",877004,400049,2018,communications,non-minority
20181100064,COMPS,Amber Lopez,9892491257,amberlopez@gmail.com,M,46.12,77.31,82.22,88.42,69.58,78.09,69.19,James Jones,Television production assistant,Nancy Larsen,"Designer, television/film set",359519,400020,2018,manufacturing,non-minority
20181100065,IT,Ryan Fitzgerald,9004561304,ryanfitzgerald@gmail.com,M,48.89,63.41,77.06,84.5,80.79,96.62,12.16,Steve Singleton,Recruitment consultant,Michele Villegas,Exercise physiologist,443492,400045,2018,agriculture and forestry,non-minority
20181100066,COMPS,Troy Hayden,8451079369,troyhayden@gmail.com,F,96.63,62.55,95.15,62.9,92.1,88.94,75.2,Joshua Harding,Chiropodist,Laura Morris,Pathologist,1251697,400059,2018,constructions,non-minority
20181100067,IT,Diane Sanchez,7738561412,dianesanchez@gmail.com,F,43.98,89.17,35.03,67.48,62.89,92.15,14.31,Timothy Carney,Chief of Staff,Rebecca Jones,Operations geologist,1315071,400074,2018,trade transport and hotels,minority
20181100068,IT,Wyatt Curtis,9892553921,wyattcurtis@gmail.com,M,92.08,85.74,23.49,76.5,69.38,88.48,14.29,Ryan Jefferson,Furniture designer,Mary Reed,Herpetologist,1241078,400026,2018,information technology,minority
20181100069,MECH,Patrick Merritt,9867673728,patrickmerritt@gmail.com,M,94,72.92,95.96,88.78,74.58,68.22,9.34,Thomas Torres,Housing manager/officer,Anna Reynolds,"Scientist, forensic",784209,400019,2018,communications,minority
20181100070,COMPS,John Williams,8452049695,johnwilliams@gmail.com,F,73.1,51.64,28.67,65,80.49,88.46,10.58,Daniel Martin,Geoscientist,Jean Crawford,Haematologist,859458,400020,2018,information technology,minority
20181100071,COMPS,John Li,9892169797,johnli@gmail.com,F,35.57,94.88,32.69,79.39,62.3,83.11,87.89,Christopher Phillips,"Clinical scientist, histocompatibility and immunogenetics",Gina Dickerson,Financial adviser,185815,400056,2018,communications,non-minority
20181100072,IT,Dawn Schroeder,8451988173,dawnschroeder@gmail.com,M,55.74,60.38,90.99,97.84,61.45,83.71,35.41,William Edwards,Tax inspector,Debra Jackson,Personal assistant,127778,400074,2018,agriculture and forestry,non-minority
20181100073,IT,Eric Turner,9892061032,ericturner@gmail.com,F,96.8,54.4,99.44,89.18,86.41,89.36,56.79,James Anderson,"Engineer, land",Brittany Brandt,"Engineer, manufacturing",550456,400071,2018,trade transport and hotels,minority
20181100074,COMPS,Michael Hayes,8999047326,michaelhayes@gmail.com,F,67.95,76.31,36.29,85.97,92.65,73.2,65.9,Jacob Mitchell,IT sales professional,Amy Mathews PhD,Chief Strategy Officer,735352,400058,2018,trade transport and hotels,non-minority
20181100075,IT,Juan Wiley,9987649867,juanwiley@gmail.com,F,87.23,70.44,87.59,91.73,98.32,63.23,78.97,Mr. Christian Bird,"Therapist, sports",Hannah Stevens,"Clinical scientist, histocompatibility and immunogenetics",1227761,400013,2018,communications,non-minority
20181100076,EXTC,Michael Roberts,7738719526,michaelroberts@yahoo.com,F,49.31,79.24,0.86,90.65,59.59,86,68.7,William Johnson,Illustrator,Carol Hernandez,Quality manager,215763,400066,2018,manufacturing,minority
20181100077,MECH,Mitchell King,9892685849,mitchellking@gmail.com,M,95.82,56.47,19.62,58.38,90.22,99.28,67.95,Scott Campbell,Event organiser,Courtney Padilla,Medical technical officer,1481126,400023,2018,agriculture and forestry,non-minority
20181100078,MECH,Timothy Griffin,8999070762,timothygriffin@gmail.com,F,86.78,59.11,16.62,86.05,54.04,65.52,87.84,Steven Mills,"Pharmacist, community",Jaclyn Fletcher,Health visitor,638899,400074,2018,agriculture and forestry,minority
20181100079,MECH,Daniel Hale,7738899445,danielhale@gmail.com,M,78.99,74.86,57.79,59.06,79.39,89.91,20.22,Dean Medina,"Surveyor, hydrographic",Tina Gonzalez,IT sales professional,1089610,400028,2018,finance and real estate services,non-minority
20181100080,MECH,Megan Wood,8450946992,meganwood@gmail.com,F,35.4,53.7,40.98,89.53,53.99,51.08,70.76,Jay Thompson,Training and development officer,Michelle Harvey,Web designer,978157,400009,2018,communications,minority
20181100081,COMPS,Jaime Mcdonald,9004889457,jaimemcdonald@gmail.com,F,71.68,80.24,39.71,65.53,65.42,69.98,50.87,Justin Contreras,Special educational needs teacher,Megan Olsen,Product/process development scientist,1396114,400007,2018,communications,minority
20181100082,EXTC,Xavier Villa,9665714984,xaviervilla@gmail.com,M,86,92.78,37.67,69.61,74.23,61.1,77.41,James Lang,Artist,Sharon Fowler,"Surveyor, minerals",1490202,400008,2018,manufacturing,minority
20181100083,IT,Jeremy Adams,9967986352,jeremyadams@gmail.com,F,98.61,72.62,78.77,60.1,50.75,54.21,18.7,Gerald Castro DDS,"Teacher, adult education",Michelle Barrera,Community pharmacist,1044165,400001,2018,agriculture and forestry,non-minority
20181100084,IT,Andrew Taylor,9665040265,andrewtaylor@gmail.com,F,82.28,74.92,16.84,82.2,65.59,54.85,74.33,Steven Sanders,Chiropodist,Michelle Fox,Psychiatric nurse,1376476,400072,2018,communications,non-minority
20181100085,EXTC,Brandon Ortega,9665994346,brandonortega@gmail.com,M,53.9,61.94,95.51,61.72,86.03,94.8,20.75,David Chandler,Arboriculturist,Melissa Hill,Hydrologist,454944,400101,2018,public administrative services,non-minority
20181100086,IT,Tiffany Hill,9967143874,tiffanyhill@gmail.com,M,70.92,65.85,22.49,51.48,61.74,68.45,37.1,Michael Fowler,"Physicist, medical",Katie Brown,"Psychologist, clinical",1035019,400018,2018,manufacturing,non-minority
20181100087,IT,James Powell,9004783133,jamespowell@gmail.com,F,42.69,93.75,12.31,69.56,96.14,93.74,25.23,Robert Wilson,Health promotion specialist,Katherine Cole,Theatre manager,633026,400020,2018,agriculture and forestry,minority
20181100088,IT,Julie Lynch,9967572962,julielynch@gmail.com,F,97.16,75.16,48.15,90.3,88.32,65.08,53.64,Carl Kelly,Medical secretary,Catherine Warner,"Production designer, theatre/television/film",1025242,400018,2018,agriculture and forestry,minority
20181100089,EXTC,Amber Gonzalez,7738470563,ambergonzalez@yahoo.com,F,78.2,56.21,21.18,60.83,87.86,70.71,55.18,Michael Collins,"Engineer, civil (consulting)",Brooke Greer,IT technical support officer,1194479,400065,2018,public administrative services,non-minority
20181100090,EXTC,Christopher Lambert,9892870955,christopherlambert@yahoo.com,M,72.86,92.18,51.54,81.52,51.05,50.23,72.27,Joshua Cantrell,"Teacher, English as a foreign language",Margaret Hines,Town planner,230497,400002,2018,agriculture and forestry,non-minority
20181100091,EXTC,Rebekah Sosa,9665044755,rebekahsosa@gmail.com,M,46.11,66.69,21.49,58.04,56.79,90.92,84.03,Walter Bell,Drilling engineer,Megan Benitez,Solicitor,1037948,400085,2018,information technology,minority
20181100092,MECH,Kelly Hanson,8999363905,kellyhanson@gmail.com,M,87.97,73,82.68,96.76,98.7,56.67,88.57,Derek Villarreal,Hospital pharmacist,Donna Smith,Purchasing manager,942089,400047,2018,agriculture and forestry,minority
20181100093,MECH,Joseph Grant,9867347980,josephgrant@gmail.com,M,96.87,57.7,89.89,95.7,80.26,68.22,34.48,Donald Lee,"Psychologist, counselling",Alexandra Walton,Production manager,310696,400012,2018,trade transport and hotels,minority
20181100094,MECH,Amy Bryant,9987627629,amybryant@gmail.com,M,91.38,69.94,37.58,62.03,73.8,58.89,19.82,Barry Graves,"Pharmacist, community",Misty Patterson DDS,Statistician,573451,400048,2018,trade transport and hotels,non-minority
20181100095,IT,Craig Snyder,9867337359,craigsnyder@gmail.com,M,82.73,94.33,27.41,73.61,61.38,53.81,47.43,Jonathan Long,"Conservator, museum/gallery",Sue Young,Geophysical data processor,101294,400037,2018,finance and real estate services,non-minority
20181100096,COMPS,Ian Butler,9867886339,ianbutler@gmail.com,M,46.11,79.4,27.15,80.78,96.48,60.69,10.13,Thomas Davis,"Horticulturist, commercial",Jessica Copeland,Geophysicist/field seismologist,888646,400062,2018,finance and real estate services,non-minority
20181100097,IT,Dr. Yvette Lambert,9867233795,dr.yvettelambert@yahoo.com,M,72.08,87.91,31.54,95.89,60.58,86.89,9.75,George Howell,Web designer,Lindsey Smith,Animal technologist,513386,400010,2018,finance and real estate services,non-minority
20181100098,COMPS,Kevin Bentley,9892858556,kevinbentley@gmail.com,M,89.33,90.8,33.32,62.96,94.53,87.5,20.93,Martin Kirk,"Engineer, building services",Lisa Watson,Dealer,1192714,400041,2018,communications,non-minority
20181100099,COMPS,Nicholas Hansen,8999912399,nicholashansen@gmail.com,M,85.58,81.49,27.12,74.71,76.04,86.34,45.81,Allen Espinoza,Charity fundraiser,Lisa Dean,"Administrator, sports",928805,400037,2018,manufacturing,non-minority
20181100100,COMPS,Daniel Holland,7738536169,danielholland@hotmail.com,F,95.21,67.53,29.29,82.64,63.32,66.68,39.32,Thomas Mckinney,Historic buildings inspector/conservation officer,Lindsey Randall,Advertising copywriter,840658,400049,2018,agriculture and forestry,minority
20181100101,IT,William Powell,9967518796,williampowell@hotmail.com,F,98.22,74.64,2.77,66.71,99.65,79.79,44.01,Fred Webb,Trading standards officer,Kathleen Benitez,Orthoptist,716691,400036,2018,constructions,non-minority
20181100102,COMPS,Kenneth Hampton,7738749153,kennethhampton@yahoo.com,F,77.22,79.71,50.6,95.24,67.72,52.42,3.71,Charles Dixon,"Producer, radio",Patricia Leon,Community development worker,1166477,400071,2018,constructions,minority
20181100103,IT,Jessica Lin,7738629465,jessicalin@gmail.com,M,63.19,53.23,23.07,94.93,59.64,79.5,69.81,Elijah Hernandez,Merchant navy officer,Julie Lee,Computer games developer,921428,400031,2018,information technology,non-minority
20181100104,EXTC,Brian Bullock,9967511993,brianbullock@gmail.com,M,82.37,80.13,18.18,51.57,54.72,59.08,43.5,Timothy Davis,Theme park manager,Amanda Bates,Food technologist,759974,400090,2018,public administrative services,minority
20181100105,EXTC,Christine Ramirez,7738551561,christineramirez@yahoo.com,M,85.73,57.95,43.45,97.38,74.94,86.18,60.35,William Moore,Commercial horticulturist,Kimberly Cooper,Pathologist,1287180,400004,2018,manufacturing,non-minority
20181100106,IT,Troy Thompson,9665527106,troythompson@gmail.com,M,87.66,76.12,2.12,61,59.24,84.72,30.76,Benjamin Reed,Theatre stage manager,Shelley Thomas,"Administrator, local government",1301916,400046,2018,manufacturing,non-minority
20181100107,EXTC,Thomas Montgomery,7738928665,thomasmontgomery@gmail.com,M,38.3,91.87,4.99,51.18,82.79,70.45,2.5,Bruce Villarreal,"Restaurant manager, fast food",Nicole Wilson,"Education officer, community",1447880,400022,2018,communications,minority
20181100108,IT,John Lee,8999871493,johnlee@yahoo.com,M,47.24,76.36,19.19,53.34,90.93,69.75,16.45,Joseph Lee,Public relations officer,Melissa Miller,"Surveyor, commercial/residential",438074,400058,2018,communications,minority
20181100109,COMPS,John Elliott,9987478276,johnelliott@gmail.com,M,50.17,93.2,14.12,82.49,82.24,63.11,19.96,John Torres,"Surveyor, minerals",Karen Hatfield,Sports therapist,1420572,400031,2018,constructions,non-minority
20181100110,IT,Robert Nash,8999550736,robertnash@yahoo.com,F,56,77.52,90.53,52.38,85.95,53,61.52,Eric Taylor,Actuary,Dawn Knox,Psychotherapist,1355935,400031,2018,constructions,minority
20181100111,EXTC,Frank Rojas,8999815455,frankrojas@gmail.com,M,41.33,69.61,80.45,67.39,76.54,65.92,75.16,Steven Young,"Social research officer, government",Kim Vance,"Investment banker, operational",264665,400044,2018,manufacturing,minority
20181100112,IT,Debra Vasquez,9967864416,debravasquez@gmail.com,M,63.62,98.18,23.92,57.37,73.93,89.42,3.08,Jonathan Reynolds,Printmaker,Tamara Castillo,Metallurgist,928924,400068,2018,information technology,minority
20181100113,EXTC,Tyler Bautista,8999893836,tylerbautista@gmail.com,F,86.52,84.64,45.8,61.7,98.65,78.59,72.74,Dr. Frank Ortiz,Ophthalmologist,Angela King,"Geologist, engineering",771489,400017,2018,communications,minority
20181100114,COMPS,Calvin Rosales,9004863332,calvinrosales@gmail.com,F,66.23,51.91,83.54,92.68,78.44,74.21,61.97,Nathaniel Gaines,Medical sales representative,Ms. Lisa Odom,"Editor, film/video",1193941,400040,2018,finance and real estate services,minority
20181100115,MECH,Jennifer Houston,9892539719,jenniferhouston@gmail.com,M,79.43,72.65,17.2,97.05,51.12,91.17,76.5,Jacob Farmer,"Presenter, broadcasting",Meghan Diaz,Television/film/video producer,486261,400045,2018,public administrative services,minority
20181100116,MECH,Timothy Wilson,9892073614,timothywilson@gmail.com,M,58.21,83.09,21.29,90.97,67.3,61.36,28.01,Matthew Woods,Building control surveyor,Samantha Pennington,"Psychologist, clinical",1272497,400029,2018,agriculture and forestry,non-minority
20181100117,MECH,Johnny Abbott,9987110808,johnnyabbott@gmail.com,F,81.02,63.25,84.23,81.44,68.59,98.56,6.09,Matthew Wong,Oncologist,Rachel Shaw,Equality and diversity officer,802940,400091,2018,manufacturing,minority
